source,title,authors,DOI,issue year,type,number of citations,link
scopus,Extreme reactive portfolio (XRP): Tuning an algorithm population for global optimization,Brunato M.; Battiti R.,10.1007/978-3-319-50349-3_5,2016,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006905983&doi=10.1007%2f978-3-319-50349-3_5&partnerID=40&md5=3d40785b08e77c3bb47aa6d860f913e3
scopus,Portfolio optimization using the bat algorithm,Kamili H.; Riffi M.E.,10.15866/irecos.v11i3.8154,2016,Article,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969974932&doi=10.15866%2firecos.v11i3.8154&partnerID=40&md5=8bb45289bf188cd1eb21c49ed685b7e7
scopus,A modified firefly algorithm for fuzzy portfolio optimization model,Wang Y.; Chen W.,10.1109/CCDC.2016.7531711,2016,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983784181&doi=10.1109%2fCCDC.2016.7531711&partnerID=40&md5=06c7e47c2ff519d68f4be21c3e02311b
scopus,A novel hybrid algorithm based on a harmony search and artificial bee colony for solving a portfolio optimization problem using a mean-semi variance approach,Seyedhosseini S.M.; Esfahani M.J.; Ghaffari M.,10.1007/s11771-016-3061-9,2016,Article,61,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954519160&doi=10.1007%2fs11771-016-3061-9&partnerID=40&md5=51e351218a1cdc1c3b8d75f6e4f3f746
scopus,Constrained Portfolio Optimization by Hybridized Bat Algorithm,Strumberger I.; Bacanin N.; Tuba M.,10.1109/ISMS.2016.18,2016,Conference paper,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017216938&doi=10.1109%2fISMS.2016.18&partnerID=40&md5=30b70ff147630cf4e31569ae48d7661c
scopus,Firefly algorithm for cardinality constrained mean-variance portfolio optimization problem with entropy diversity constraint,Bacanin N.; Tuba M.,10.1155/2014/721521,2014,Article,98,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902214598&doi=10.1155%2f2014%2f721521&partnerID=40&md5=49837625aea4d4d07105dd16732d0d69
scopus,Using genetic algorithm to support clustering-based portfolio optimization by investor information,Cheong D.; Kim Y.M.; Byun H.W.; Oh K.J.; Kim T.Y.,10.1016/j.asoc.2017.08.042,2017,Article,43,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028936428&doi=10.1016%2fj.asoc.2017.08.042&partnerID=40&md5=f4b30301889286f4aa0f642fdb6a2e19
scopus,Investment portfolio optimization with transaction costs through a multiobjective genetic algorithm: An applied case to the Colombian Stock Exchange; ,de Greiff S.; Rivera J.C.,10.18046/j.estger.2018.146.2812,2018,Article,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081656981&doi=10.18046%2fj.estger.2018.146.2812&partnerID=40&md5=fd21a83e823b1410b336634c3eb28ceb
scopus,Optimal and investable portfolios: An empirical analysis with scenario optimization algorithms under crisis market prospects,Al Janabi M.A.M.,10.1016/j.econmod.2013.11.021,2014,Article,28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901400398&doi=10.1016%2fj.econmod.2013.11.021&partnerID=40&md5=73f3c54ceaa3f9448283ac1bfcfe40f4
scopus,Mean-semivariance portfolio optimization with multiobjective evolutionary algorithms and technical analysis rules,Macedo L.L.; Godinho P.; Alves M.J.,10.1016/j.eswa.2017.02.033,2017,Article,68,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014053373&doi=10.1016%2fj.eswa.2017.02.033&partnerID=40&md5=d43cf4c3264f9b10df4332e29064b1fc
scopus,A simulation-based portfolio optimization approach with Least Squares learning,Bao C.; Lee G.; Zhu Z.,,2014,Conference paper,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907420270&partnerID=40&md5=40e7816e6549ca3852260e1d49e06660
scopus,Artificial bee colony algorithm for constrained possibilistic portfolio optimization problem,Chen W.,10.1016/j.physa.2015.02.060,2015,Article,68,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924292008&doi=10.1016%2fj.physa.2015.02.060&partnerID=40&md5=44143cbb34bfe3330a856e2cef10b00f
scopus,An Approach for Diverse Group Stock Portfolio Optimization Using the Fuzzy Grouping Genetic Algorithm,Chen C.-H.; Chiang B.-Y.; Hong T.-P.; Wang D.-C.; Lin J.C.-W.,10.1007/978-3-319-75417-8_48,2018,Conference paper,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043531566&doi=10.1007%2f978-3-319-75417-8_48&partnerID=40&md5=e17e0052544f7efdc386fbe99443decf
scopus,Portfolio selection using ant colony algorithm and entropy optimization,Rahimi M.; Kumar P.; Yari G.,,2017,Article,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034634330&partnerID=40&md5=f3f0373b6472901df293bae84c9c8367
scopus,Constraint tracking error for investment portfolio optimization model and algorithm of VaR in additional transaction costs,Zheng D.; Liang X.K.,10.4028/www.scientific.net/AMM.543-547.1811,2014,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898905519&doi=10.4028%2fwww.scientific.net%2fAMM.543-547.1811&partnerID=40&md5=c4380219a50e57b443cef4eb1064630b
scopus,"Properties, formulations, and algorithms for portfolio optimization using Mean-Gini criteria",Ji R.; Lejeune M.A.; Prasad S.Y.,10.1007/s10479-016-2230-4,2017,Article,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969931915&doi=10.1007%2fs10479-016-2230-4&partnerID=40&md5=86a8aadc9c2cbff9688c970b91bffc5b
scopus,Evolutionary multi-objective optimization algorithms for fuzzy portfolio selection,Saborido R.; Ruiz A.B.; Bermúdez J.D.; Vercher E.; Luque M.,10.1016/j.asoc.2015.11.005,2016,Article,102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947996376&doi=10.1016%2fj.asoc.2015.11.005&partnerID=40&md5=0f8c9959ca6c2f24f5d3b87281e2f0c0
scopus,Multi-objective indicator based evolutionary algorithm for portfolio optimization,Bhagavatula S.S.; Sanjeevi S.G.; Kumar D.; Yadav C.K.,10.1109/IAdCC.2014.6779499,2014,Conference paper,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899125682&doi=10.1109%2fIAdCC.2014.6779499&partnerID=40&md5=060529d30fec9a89684ae59a27273d5d
scopus,The mean-variance cardinality constrained portfolio optimization problem using a local search-based multi-objective evolutionary algorithm,Chen B.; Lin Y.; Zeng W.; Xu H.; Zhang D.,10.1007/s10489-017-0898-z,2017,Article,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017149225&doi=10.1007%2fs10489-017-0898-z&partnerID=40&md5=a6e0d070b3619d1c2696da030ea4b670
scopus,Fireworks algorithm applied to constrained portfolio optimization problem,Bacanin N.; Tuba M.,10.1109/CEC.2015.7257031,2015,Conference paper,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963594670&doi=10.1109%2fCEC.2015.7257031&partnerID=40&md5=353faa45037d1533840ab65da2a4eaec
scopus,Application of artificial bee colony algorithm on CVaR portfolio optimization,Zhang S.; Liu S.,10.12733/jics20105247,2015,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921831094&doi=10.12733%2fjics20105247&partnerID=40&md5=5bcff0944b110cc260f94e1a10c7c895
scopus,Examining the effect of different configuration issues of the multiobjective evolutionary algorithms on the efficient frontier formulation for the constrained portfolio optimization problem,Liagkouras K.; Metaxiotis K.,10.1057/jors.2016.38,2018,Article,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032741487&doi=10.1057%2fjors.2016.38&partnerID=40&md5=8aaf796938f16bdf0c43bd550fd29c72
scopus,Portfolio optimization using the generalized reduced gradient nonlinear algorithm: An application to Amman Stock Exchange,Alrabadi D.W.H.,10.1108/IMEFM-06-2015-0071,2016,Article,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002251294&doi=10.1108%2fIMEFM-06-2015-0071&partnerID=40&md5=78b5064645e811ec7b5d30ab2fb58791
scopus,Portfolio optimization of financial returns using fuzzy approach with NSGA-II algorithm,Sirisrisakulchai J.; Autchariyapanitkul K.; Harnpornchai N.; Sriboonchitta S.,10.20965/jaciii.2015.p0619,2015,Article,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943392205&doi=10.20965%2fjaciii.2015.p0619&partnerID=40&md5=f7b80db16281784b1bbe3de9af27bcee
scopus,An evolutionary algorithm with a new coding scheme for multi-objective portfolio optimization,Chen Y.; Zhou A.; Zhou R.; He P.; Zhao Y.; Dong L.,10.1007/978-3-319-68759-9_9,2017,Conference paper,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034227446&doi=10.1007%2f978-3-319-68759-9_9&partnerID=40&md5=2fcb367d910b676a00608bee294cf0c2
scopus,Comparative evaluation of fuzzy logic and genetic algorithms models for portfolio optimization,Soureh H.M.; Amanollahi G.F.,10.5267/j.msl.2017.2.001,2017,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043577377&doi=10.5267%2fj.msl.2017.2.001&partnerID=40&md5=5b3208e745c6f72e0404153dc5e2370e
scopus,"An integrated portfolio optimisation procedure based on data envelopment analysis, artificial bee colony algorithm and genetic programming",Hsu C.-M.,10.1080/00207721.2013.775388,2014,Article,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904798690&doi=10.1080%2f00207721.2013.775388&partnerID=40&md5=6b099a379643c2b8b61e74171d49ebf5
scopus,Multi-objective genetic algorithms for solving portfolio optimization problems in the electricity market,Suksonghong K.; Boonlong K.; Goh K.-L.,10.1016/j.ijepes.2014.01.014,2014,Article,42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893859625&doi=10.1016%2fj.ijepes.2014.01.014&partnerID=40&md5=19a50e57b9e5f5a8e169c8b0d8c3493d
scopus,Multivariate dependence and portfolio optimization algorithms under illiquid market scenarios,Al Janabi M.A.M.; Arreola Hernandez J.; Berger T.; Nguyen D.K.,10.1016/j.ejor.2016.11.019,2017,Article,49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007365438&doi=10.1016%2fj.ejor.2016.11.019&partnerID=40&md5=70a276388dc2af27f769865664870e1f
scopus,Portfolio optimization by means of a χ-armed bandit algorithm,Moeini M.; Wendt O.; Krumrey L.,10.1007/978-3-662-49390-8_60,2016,Conference paper,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961175914&doi=10.1007%2f978-3-662-49390-8_60&partnerID=40&md5=fab50fbaccc2ba568880af23bb6736d4
scopus,2-Phase NSGA II: An optimized reward and risk measurements algorithm in portfolio optimization,Eftekharian S.E.; Shojafar M.; Shamshirband S.,10.3390/a10040130,2017,Article,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038621339&doi=10.3390%2fa10040130&partnerID=40&md5=a14d6015554d120a0590da751636568b
scopus,Investment portfolio optimization of power grid projects based on niche genetic algorithms,Peng W.; Zhang J.,10.1109/ICNC.2015.7378157,2016,Conference paper,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960393403&doi=10.1109%2fICNC.2015.7378157&partnerID=40&md5=81e8b5e3924070edadfe1cd59eb419ff
scopus,An agent-based co-evolutionary multi-objective algorithm for portfolio optimization,Drezewski R.; Doroz K.,10.3390/sym9090168,2017,Article,25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029415642&doi=10.3390%2fsym9090168&partnerID=40&md5=1037f506ca2a19c33aadab00a8917610
scopus,Algorithm portfolios for noisy optimization,Cauwet M.-L.; Liu J.; Rozière B.; Teytaud O.,10.1007/s10472-015-9486-2,2016,Article,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946113855&doi=10.1007%2fs10472-015-9486-2&partnerID=40&md5=ea80e4bf081d9e7f9c0534357d7ec7de
scopus,IT Project Portfolio Scheduling and Multi-skilled Staff Assignment with Ant Colony Optimization Algorithm,Chen R.; Liang C.; Gu D.,,2016,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102855861&partnerID=40&md5=d9cc1dc348c648fefe4301ef5f208a2a
scopus,A sequential convex approximation algorithm for portfolio optimization model,Li W.; Zhang H.; Liang X.,10.7511/dllgxb201703016,2017,Article,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025470498&doi=10.7511%2fdllgxb201703016&partnerID=40&md5=f6be98a256df15d86e0cf069903b5846
scopus,Portfolio optimization using an integer genetic algorithm,Fernández-Rendón J.; Rodríguez-Vázquez K.,10.1145/2598394.2602278,2014,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905671643&doi=10.1145%2f2598394.2602278&partnerID=40&md5=ee4fe33d2d3241c5f3b0112d31be82f1
scopus,Novel approach to generation Portfolio Optimization by using genetic algorithms and stochastic methods,Di Giorgio A.; Mercurio A.; Pimpinella L.,10.23919/ecc.2009.7074897,2014,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955196113&doi=10.23919%2fecc.2009.7074897&partnerID=40&md5=66b7cf085f4338670eb4fc5012c31f77
scopus,A learning-guided multi-objective evolutionary algorithm for constrained portfolio optimization,Lwin K.; Qu R.; Kendall G.,10.1016/j.asoc.2014.08.026,2014,Article,138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908412373&doi=10.1016%2fj.asoc.2014.08.026&partnerID=40&md5=866efb7db6a40f62ed66fe8067576c0d
scopus,Testing an evolutionary portfolio algorithm on the CEC2016 real-parameter single objective optimization,Yi J.; Zheng H.; Yang G.,10.1109/CEC.2016.7748321,2016,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008263133&doi=10.1109%2fCEC.2016.7748321&partnerID=40&md5=d8fff010ee6ec3a76c9b046da8443719
scopus,A hybrid genetic algorithm for a two-stage stochastic portfolio optimization with uncertain asset prices,Cui T.; Bai R.; Parkes A.J.; He F.; Qu R.; Li J.,10.1109/CEC.2015.7257198,2015,Conference paper,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963607064&doi=10.1109%2fCEC.2015.7257198&partnerID=40&md5=cdd06a6b417afaa599c95c31ba3c73d8
scopus,Stock selection and portfolio optimization using teaching-learning-based algorithm,Panwar D.; Jha M.; Srivastava N.,,2018,Note,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065146079&partnerID=40&md5=1ae66ad0adf14b9a97ef599136c7a5e1
scopus,Planning for infrastructure capacity expansion of urban water supply portfolios with an integrated simulation-optimization approach,Fraga C.C.S.; Medellín-Azuara J.; Marques G.F.,10.1016/j.scs.2016.11.003,2017,Article,25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007006511&doi=10.1016%2fj.scs.2016.11.003&partnerID=40&md5=cadd05f458a9546164c52bfb2de57660
scopus,Portfolio Optimization Based on Funds Standardization and Genetic Algorithm,Chou Y.-H.; Kuo S.-Y.; Lo Y.-T.,10.1109/ACCESS.2017.2756842,2017,Article,33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030671849&doi=10.1109%2fACCESS.2017.2756842&partnerID=40&md5=7d74b1b42c636a8ded9563602dff5b16
scopus,Developing a two level options trading strategy based on option pair optimization of spread strategies with evolutionary algorithms,Ucar I.; Ozbayoglu A.M.; Ucar M.,10.1109/CEC.2015.7257199,2015,Conference paper,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963614705&doi=10.1109%2fCEC.2015.7257199&partnerID=40&md5=2f3b5d6c75d3289800de87489bb9578a
scopus,An inexact simulation-based stochastic optimization method for identifying effluent trading strategies of agricultural nonpoint sources,Zhang J.L.; Li Y.P.; Wang C.X.; Huang G.H.,10.1016/j.agwat.2014.12.014,2015,Article,22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921456020&doi=10.1016%2fj.agwat.2014.12.014&partnerID=40&md5=6441fc7f288ffcb548be0288ad071cd5
scopus,Solving a portfolio optimisation problem via heuristic algorithms,Song X.-Y.; Cui C.; Chen X.-S.; Kang Q.,10.1504/IJWMC.2015.072572,2015,Article,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946090862&doi=10.1504%2fIJWMC.2015.072572&partnerID=40&md5=94e0ba71015959a147b78e56f7592d6a
scopus,Research on portfolio optimization based on affinity propagation and genetic algorithm,Liu C.; Gan W.; Chen Y.,10.1109/WISA.2017.9,2017,Conference paper,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049614132&doi=10.1109%2fWISA.2017.9&partnerID=40&md5=fcc08b5a5eaf779ec3543413fd5e51b9
scopus,A memetic algorithm for cardinality-constrained portfolio optimization with transaction costs,Ruiz-Torrubiano R.; Suárez A.,10.1016/j.asoc.2015.06.053,2015,Article,42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983489016&doi=10.1016%2fj.asoc.2015.06.053&partnerID=40&md5=7e49b7091352f682781f890859772533
scopus,"A risk-based approach to cost-benefit analysis: Strategic real options, Monte Carlo simulation, knowledge value added, and portfolio optimization",Mun J.C.; Housel T.,10.4324/9781315724690-24,2015,Book chapter,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083290054&doi=10.4324%2f9781315724690-24&partnerID=40&md5=811eac6640ac22658358d9695326b5cb
scopus,Algorithm portfolio based scheme for dynamic optimization problems,Calderín J.F.; Masegosa A.D.; Pelta D.A.,10.1080/18756891.2015.1046327,2015,Article,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930980890&doi=10.1080%2f18756891.2015.1046327&partnerID=40&md5=26740901035f1737129de1ae3dfd5f08
scopus,An algorithm for moment-matching scenario generation with application to financial portfolio optimisation,Ponomareva K.; Roman D.; Date P.,10.1016/j.ejor.2014.07.049,2015,Article,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923256829&doi=10.1016%2fj.ejor.2014.07.049&partnerID=40&md5=ea0f0d95c2eec2b3b8315d3597307a3f
scopus,Combinatorial algorithms for portfolio optimization problems - case of risk moderate investor,Juarna A.,10.1088/1742-6596/820/1/012028,2017,Conference paper,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017546795&doi=10.1088%2f1742-6596%2f820%2f1%2f012028&partnerID=40&md5=b1ebbdeef4eb8705770b4c4210037b3f
scopus,A combinatorial algorithm for the cardinality constrained portfolio optimization problem,Cui T.; Cheng S.; Bai R.,10.1109/CEC.2014.6900357,2014,Conference paper,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908577848&doi=10.1109%2fCEC.2014.6900357&partnerID=40&md5=63b3517ca5580fb23eccd7edd06f0a22
scopus,Multi-criteria portfolio optimization using support vector machines and genetic algorithms,,10.1007/978-3-642-54652-5_10,2014,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926637132&doi=10.1007%2f978-3-642-54652-5_10&partnerID=40&md5=f8cef1d8fdf4f3f64d7a0bdac11adbcb
scopus,Large-Scale Portfolio Optimization Using Multiobjective Evolutionary Algorithms and Preselection Methods,Qu B.Y.; Zhou Q.; Xiao J.M.; Liang J.J.; Suganthan P.N.,10.1155/2017/4197914,2017,Article,31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029216370&doi=10.1155%2f2017%2f4197914&partnerID=40&md5=61992899b53ed84998f1a0b708f88daf
scopus,Solving complex cardinality constrained mean-variance portfolio optimization problems using hybrid hs and tlbo algorithm,Tuo S.; He H.,10.24818/18423264/52.3.18.16,2018,Article,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060548048&doi=10.24818%2f18423264%2f52.3.18.16&partnerID=40&md5=60e97d4b65035e284234b250ff8db7ec
scopus,Mean-Variance Portfolio Optimization on Islamic Stocks by using Non constant mean and volatility models and genetic algorithm,Hasbullah E.S.; Halim N.B.A.; Sukono; Putra A.S.; Bon A.T.,,2018,Article,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082374976&partnerID=40&md5=b273d73bf9434b509a549d6dd340dd58
